index,feel,look,name,smell,taste
790,"{'good': 7, 'medium': 4, 'great': 4}","{'orange': 4, 'citrus': 4, 'pours': 3}","Flagship India Pale Ale","{'fruit': 15, 'nose': 10, 'orange': 10}","{'nose': 5, 'juicy': 4, 'grapefruit': 4}"
791,"{'feel': 12, 'medium': 7, 'light': 5}","{'bottle': 4, 'poured': 4, 'pours': 4}","Série Signature IPA","{'fruit': 10, 'nose': 7, 'hop': 7}","{'tropical': 5, 'note': 5, 'fruit': 4}"
792,"{'hops': 2, 'deep': 1, 'golden': 1}","{'light': 1, 'orange': 1, 'cloudy': 1}",Vexillum,"{'sweet': 6, 'tropical': 4, 'malt': 4}","{'sweet': 2, 'fruity': 2, 'ibu': 2}"
793,"{'maple': 13, 'feel': 9, 'medium': 8}","{'brown': 15, 'dark': 8, 'light': 6}","Flying Monkeys Acadian Groove Canadian Maple Porter","{'maple': 41, 'syrup': 26, 'like': 12}","{'maple': 21, 'syrup': 10, 'sweet': 8}"
794,"{'feel': 5, 'carbonation': 4, 'bitterness': 4}","{'hazy': 5, 'golden': 4, 'pours': 4}",Immoralité,"{'tropical': 8, 'fruit': 7, 'orange': 6}","{'fruit': 4, 'orange': 4, 'malt': 4}"
795,"{'carbonation': 21, 'feel': 13, 'medium': 13}","{'brown': 17, 'dark': 16, 'pours': 8}","Dominus Vobiscum Hibernus","{'spice': 25, 'nose': 17, 'dark': 14}","{'spice': 16, 'really': 9, 'malt': 8}"
796,"{'medium': 23, 'feel': 22, 'carbonation': 22}","{'orange': 26, 'amber': 17, 'hazy': 14}","Imperial IPA","{'hop': 57, 'malt': 34, 'pine': 34}","{'hop': 38, 'malt': 27, 'bitter': 24}"
797,"{'light': 11, 'medium': 10, 'carbonation': 9}","{'yellow': 9, 'hazy': 7, 'white': 7}","Jam Up the Mash","{'hop': 11, 'citrus': 10, 'nose': 9}","{'tart': 8, 'lemon': 6, 'note': 6}"
798,"{'feel': 4, 'bit': 4, 'sweet': 3}","{'one': 4, 'amber': 4, 'orange': 3}",Hopnotist,"{'fruit': 13, 'tropical': 12, 'pine': 9}","{'malt': 5, 'tropical': 5, 'citrus': 5}"
799,"{'carbonation': 8, 'medium': 8, 'finish': 6}","{'medium': 6, 'lot': 4, 'ipa': 4}","Roman Candle","{'hop': 20, 'nose': 15, 'citrus': 15}","{'citrus': 10, 'hop': 10, 'tropical': 8}"
800,"{'carbonation': 26, 'feel': 18, 'light': 17}","{'white': 13, 'yellow': 10, 'cloudy': 10}","Dominus Vobiscum Blanche","{'spice': 26, 'yeast': 23, 'wheat': 21}","{'citrus': 10, 'spicy': 10, 'nice': 10}"
801,"{'feel': 8, 'little': 4, 'chocolate': 4}","{'black': 2, 'light': 2, 'notesappearance': 1}","Amsterdam Barrel Aged Double Tempest","{'bourbon': 11, 'chocolate': 10, 'vanilla': 8}","{'bourbon': 7, 'chocolate': 7, 'vanilla': 5}"
802,"{'medium': 3, 'low': 3, 'carbonation': 3}","{'dark': 5, 'brown': 4, 'poured': 2}",Lambda,"{'dark': 14, 'fruit': 12, 'raisin': 10}","{'sweet': 6, 'fruit': 5, 'dark': 5}"
803,"{'medium': 14, 'feel': 14, 'carbonation': 13}","{'pours': 7, 'orange': 7, 'amber': 7}","Humulus Ludicrous","{'hop': 29, 'pine': 23, 'citrus': 20}","{'hop': 15, 'malt': 12, 'bitter': 8}"
804,"{'feel': 13, 'carbonation': 13, 'smooth': 9}","{'nice': 7, 'orange': 6, 'pours': 6}","Burly Wine","{'caramel': 26, 'nose': 19, 'malt': 17}","{'caramel': 13, 'sweet': 11, 'malt': 11}"
805,"{'carbonation': 8, 'feel': 6, 'thick': 5}","{'brown': 7, 'little': 6, 'look': 4}","Thor's Hammer Barley Wine","{'nose': 17, 'caramel': 14, 'fruit': 12}","{'alcohol': 11, 'sweet': 8, 'caramel': 8}"
806,"{'good': 10, 'carbonation': 10, 'feel': 9}","{'good': 8, 'golden': 7, 'white': 7}","Dulcis Succubus","{'nose': 13, 'like': 10, 'note': 10}","{'brett': 8, 'light': 6, 'vanilla': 6}"
807,"{'feel': 24, 'medium': 23, 'carbonation': 17}","{'brown': 34, 'dark': 32, 'pours': 19}","La Résolution","{'spice': 33, 'dark': 33, 'fruit': 30}","{'spice': 26, 'clove': 18, 'malt': 15}"
808,"{'feel': 41, 'carbonation': 33, 'medium': 20}","{'black': 39, 'dark': 26, 'brown': 19}","Grande Noirceur","{'chocolate': 68, 'dark': 65, 'coffee': 51}","{'chocolate': 40, 'dark': 37, 'malt': 35}"
809,"{'medium': 16, 'carbonation': 12, 'little': 9}","{'orange': 7, 'look': 5, 'white': 5}","Great Lakes Lake Effect","{'tropical': 19, 'fruit': 17, 'grapefruit': 16}","{'pine': 10, 'grapefruit': 9, 'citrus': 8}"
810,"{'funk': 8, 'fruit': 4, 'bottle': 3}","{'funk': 8, 'one': 4, 'fruit': 4}","Farmageddon - Niagara Montmorency Cherry","{'cherry': 11, 'funk': 4, 'nose': 4}","{'cherry': 5, 'tart': 3, 'light': 3}"
811,"{'carbonation': 11, 'medium': 10, 'full': 8}","{'amber': 7, 'pours': 5, 'nice': 5}","Old Cellar Dweller","{'hop': 26, 'caramel': 22, 'toffee': 19}","{'hop': 12, 'caramel': 10, 'malt': 10}"
812,"{'carbonation': 23, 'feel': 20, 'bit': 11}","{'golden': 16, 'white': 13, 'good': 11}","Dominus Vobiscum Triple","{'yeast': 33, 'nose': 24, 'spice': 18}","{'sweet': 13, 'spice': 10, 'alcohol': 9}"
813,"{'feel': 15, 'carbonation': 9, 'full': 9}","{'black': 10, 'brown': 7, 'dark': 7}","Old Kentucky Bastard","{'bourbon': 28, 'vanilla': 18, 'chocolate': 15}","{'bourbon': 17, 'chocolate': 13, 'vanilla': 11}"
814,"{'medium': 9, 'pine': 7, 'carbonation': 6}","{'pours': 6, 'white': 6, 'hazy': 5}","Great Lakes Octopus Wants To Fight IPA","{'nose': 13, 'tropical': 12, 'citrus': 11}","{'pine': 8, 'citrus': 7, 'hop': 7}"
815,"{'feel': 20, 'medium': 19, 'carbonation': 16}","{'hazy': 20, 'white': 15, 'yellow': 11}","Life in the Clouds","{'citrus': 28, 'nose': 25, 'hop': 23}","{'fruit': 15, 'grapefruit': 14, 'citrus': 13}"
816,"{'feel': 15, 'carbonation': 12, 'medium': 8}","{'orange': 8, 'hazy': 6, 'white': 6}",Witchshark,"{'malt': 16, 'nose': 16, 'fruit': 13}","{'citrus': 12, 'hop': 11, 'grapefruit': 9}"
817,"{'feel': 19, 'medium': 18, 'carbonation': 18}","{'amber': 13, 'copper': 11, 'white': 9}","Black Oak Ten Bitter Years","{'hop': 41, 'pine': 33, 'citrus': 29}","{'hop': 17, 'malt': 14, 'pine': 13}"
818,"{'chocolate': 5, 'medium': 4, 'carbonation': 4}","{'black': 5, 'brown': 5, 'dark': 3}","Le Temps Noir","{'bourbon': 14, 'chocolate': 11, 'vanilla': 7}","{'chocolate': 10, 'malt': 5, 'bourbon': 5}"
819,"{'light': 9, 'medium': 9, 'carbonation': 7}","{'white': 9, 'yellow': 9, 'hazy': 6}","Jelly King","{'lemon': 13, 'note': 13, 'nose': 12}","{'sour': 11, 'fruity': 7, 'note': 6}"
820,"{'feel': 110, 'carbonation': 107, 'creamy': 107}","{'black': 154, 'dark': 93, 'pours': 82}","St-Ambroise Oatmeal Stout","{'chocolate': 253, 'coffee': 230, 'roasted': 197}","{'coffee': 165, 'chocolate': 162, 'roasted': 116}"
821,"{'medium': 27, 'carbonation': 26, 'feel': 22}","{'golden': 19, 'hazy': 17, 'white': 17}","Herbe à Détourne","{'yeast': 35, 'hop': 35, 'nose': 30}","{'citrus': 19, 'hop': 19, 'sweet': 14}"
822,"{'feel': 38, 'medium': 31, 'carbonation': 17}","{'hazy': 25, 'orange': 19, 'look': 19}","Ransack the Universe","{'citrus': 41, 'tropical': 35, 'nose': 34}","{'grapefruit': 21, 'hop': 18, 'citrus': 17}"
823,"{'medium': 4, 'carbonation': 4, 'feel': 4}","{'dark': 6, 'brown': 4, 'pours': 3}","Ale Gâteau Forêt-Noire","{'cherry': 19, 'dark': 17, 'yeast': 15}","{'cherry': 12, 'dark': 11, 'chocolate': 9}"
824,"{'tart': 5, 'carbonation': 4, 'funk': 3}","{'poured': 3, 'nice': 3, 'thick': 2}",Latus,"{'cherry': 8, 'funk': 8, 'oak': 7}","{'sour': 5, 'tart': 3, 'light': 3}"
825,"{'feel': 6, 'medium': 5, 'dry': 3}","{'like': 7, 'look': 6, 'white': 5}","IPA Du Nord-Est","{'like': 8, 'orange': 8, 'nose': 8}","{'orange': 5, 'nose': 4, 'note': 3}"
826,"{'medium': 11, 'carbonation': 8, 'body': 5}","{'hazy': 7, 'look': 7, 'white': 6}",Jutsu,"{'tropical': 17, 'fruit': 13, 'citrus': 11}","{'nose': 3, 'similar': 3, 'fruit': 3}"
827,"{'carbonation': 15, 'feel': 14, 'medium': 11}","{'amber': 14, 'clear': 10, 'white': 9}","Red Racer Imperial IPA","{'pine': 29, 'grapefruit': 21, 'nose': 17}","{'hop': 15, 'pine': 13, 'malt': 12}"
828,"{'carbonation': 8, 'medium': 6, 'tropical': 5}","{'orange': 7, 'hazy': 6, 'look': 6}","Juxtapose Wild IPA","{'hop': 15, 'brett': 12, 'citrus': 11}","{'hop': 7, 'grapefruit': 6, 'citrus': 6}"
829,"{'feel': 4, 'medium': 4, 'creamy': 4}","{'black': 5, 'dark': 4, 'bottle': 3}","Café Del Bastardo","{'coffee': 18, 'chocolate': 12, 'dark': 10}","{'chocolate': 13, 'coffee': 12, 'bourbon': 9}"
830,"{'carbonation': 11, 'caramel': 10, 'medium': 8}","{'brown': 13, 'pours': 6, 'dark': 6}","Solstice D'hiver Réserve Spéciale En Fût De Bourbon","{'caramel': 21, 'bourbon': 20, 'nose': 17}","{'caramel': 13, 'dark': 12, 'fruit': 12}"
831,"{'medium': 16, 'carbonation': 14, 'body': 11}","{'white': 9, 'orange': 8, 'amber': 7}","La Buteuse Brassin Spécial (Barrel Aged)","{'apple': 31, 'nose': 23, 'brett': 13}","{'apple': 15, 'brandy': 8, 'oak': 7}"
832,"{'medium': 13, 'carbonation': 13, 'feel': 12}","{'white': 7, 'golden': 6, 'look': 4}","Great Lakes Karma Citra IPA","{'nose': 20, 'citrus': 18, 'tropical': 15}","{'hop': 11, 'citrus': 10, 'malt': 8}"
833,"{'full': 8, 'feel': 8, 'carbonation': 8}","{'dark': 6, 'black': 6, 'brown': 5}",Hellwoods,"{'chocolate': 15, 'malt': 9, 'coffee': 9}","{'chocolate': 15, 'bitter': 9, 'dark': 7}"
834,"{'carbonation': 32, 'feel': 30, 'creamy': 22}","{'dark': 23, 'black': 22, 'brown': 21}","La Vache Folle Imperial Milk Stout","{'chocolate': 66, 'coffee': 47, 'dark': 38}","{'chocolate': 52, 'coffee': 36, 'sweet': 31}"
835,"{'carbonation': 24, 'medium': 20, 'feel': 18}","{'brown': 26, 'dark': 21, 'pours': 10}","Doppelbock Grande Cuvée Printemps","{'sweet': 35, 'malt': 28, 'nose': 26}","{'sweet': 26, 'chocolate': 15, 'malt': 15}"
836,"{'carbonation': 12, 'feel': 11, 'finish': 10}","{'white': 10, 'orange': 8, 'pours': 7}","Yakima IPA","{'citrus': 20, 'grapefruit': 18, 'pine': 16}","{'citrus': 10, 'hop': 10, 'malt': 10}"
837,"{'pine': 7, 'hop': 7, 'medium': 6}","{'golden': 5, 'white': 5, 'hop': 5}","Raised By Wolves IPA","{'tropical': 15, 'fruit': 14, 'hop': 13}","{'fruit': 8, 'tropical': 7, 'citrus': 5}"
838,"{'carbonation': 6, 'feel': 5, 'citrus': 4}","{'good': 5, 'nice': 4, 'golden': 4}","Great Lakes Thrust! An IPA","{'citrus': 15, 'fruit': 14, 'tropical': 14}","{'citrus': 9, 'grapefruit': 8, 'hop': 7}"
839,"{'medium': 12, 'feel': 8, 'carbonation': 7}","{'copper': 8, 'clear': 6, 'amber': 6}","Naughty Hildegard ESB","{'hop': 19, 'malt': 17, 'nose': 13}","{'malt': 11, 'hop': 9, 'bitter': 7}"
840,"{'carbonation': 329, 'feel': 208, 'medium': 199}","{'golden': 297, 'white': 281, 'pours': 239}","Don De Dieu","{'yeast': 322, 'nose': 315, 'fruit': 222}","{'sweet': 211, 'fruit': 150, 'yeast': 143}"
841,"{'feel': 8, 'carbonation': 6, 'full': 5}","{'black': 7, 'spice': 6, 'dark': 6}","Skeleton Key","{'rum': 18, 'nose': 15, 'spice': 15}","{'rum': 11, 'dark': 9, 'chocolate': 8}"
842,"{'chocolate': 32, 'feel': 20, 'carbonation': 19}","{'brown': 12, 'black': 12, 'dark': 11}","Flying Monkeys The Chocolate Manifesto","{'chocolate': 96, 'milk': 28, 'like': 19}","{'chocolate': 63, 'milk': 23, 'like': 14}"
843,"{'feel': 11, 'carbonation': 8, 'bourbon': 8}","{'brown': 11, 'dark': 10, 'black': 10}","Grande Cuvée Porter Baltique - Fûts De Bourbon Et Brandy","{'chocolate': 23, 'nose': 22, 'bourbon': 20}","{'bourbon': 12, 'brandy': 9, 'chocolate': 8}"
844,"{'feel': 28, 'carbonation': 27, 'thick': 23}","{'black': 30, 'pours': 18, 'look': 18}","St-Ambroise Stout Impériale Russe","{'chocolate': 70, 'nose': 50, 'dark': 48}","{'chocolate': 40, 'dark': 30, 'coffee': 27}"
845,"{'carbonation': 31, 'feel': 25, 'medium': 24}","{'golden': 24, 'white': 21, 'look': 18}","Dominus Vobiscum Lupulus","{'hop': 52, 'yeast': 50, 'citrus': 33}","{'sweet': 17, 'hop': 17, 'belgian': 15}"
846,"{'carbonation': 213, 'feel': 184, 'medium': 161}","{'dark': 287, 'brown': 218, 'black': 132}",Terrible,"{'dark': 369, 'fruit': 329, 'nose': 235}","{'dark': 203, 'fruit': 178, 'alcohol': 121}"
847,"{'medium': 142, 'carbonation': 132, 'feel': 114}","{'black': 162, 'dark': 113, 'brown': 91}",Aphrodisiaque,"{'vanilla': 449, 'chocolate': 359, 'nose': 205}","{'vanilla': 259, 'chocolate': 221, 'coffee': 130}"
848,"{'smooth': 14, 'carbonation': 12, 'dark': 9}","{'black': 17, 'brown': 11, 'dark': 9}",Singularity,"{'bourbon': 31, 'dark': 27, 'vanilla': 25}","{'bourbon': 25, 'chocolate': 20, 'dark': 17}"
849,"{'carbonation': 25, 'raspberry': 23, 'light': 22}","{'pink': 23, 'red': 21, 'raspberry': 15}","Solstice D'été Aux Framboises","{'raspberry': 81, 'nose': 34, 'tart': 24}","{'raspberry': 33, 'tart': 21, 'like': 12}"
850,"{'carbonation': 427, 'feel': 334, 'medium': 319}","{'brown': 358, 'dark': 321, 'amber': 305}",Maudite,"{'fruit': 452, 'yeast': 430, 'nose': 378}","{'sweet': 275, 'fruit': 259, 'malt': 256}"
851,"{'chocolate': 9, 'cognac': 8, 'coffee': 7}","{'black': 11, 'dark': 8, 'retention': 5}","Bring Out Your Dead","{'cognac': 30, 'chocolate': 24, 'dark': 22}","{'cognac': 25, 'chocolate': 17, 'dark': 16}"
852,"{'medium': 106, 'carbonation': 105, 'feel': 76}","{'orange': 108, 'white': 88, 'amber': 86}","Red Racer IPA (India Pale Ale)","{'hop': 222, 'citrus': 169, 'nose': 148}","{'hop': 149, 'citrus': 83, 'pine': 76}"
853,"{'medium': 16, 'carbonation': 14, 'feel': 11}","{'golden': 14, 'hazy': 12, 'orange': 10}",Moralité,"{'grapefruit': 25, 'nose': 19, 'pine': 17}","{'grapefruit': 20, 'citrus': 15, 'pine': 14}"
854,"{'medium': 44, 'carbonation': 33, 'feel': 28}","{'orange': 25, 'white': 22, 'golden': 18}","Fat Tug IPA","{'nose': 60, 'citrus': 54, 'hop': 50}","{'pine': 31, 'grapefruit': 25, 'malt': 22}"
855,"{'carbonation': 84, 'medium': 71, 'feel': 54}","{'brown': 88, 'dark': 64, 'pours': 45}","Unibroue 17 Grande Réserve","{'dark': 118, 'fruit': 115, 'nose': 90}","{'dark': 62, 'fruit': 57, 'oak': 44}"
856,"{'carbonation': 432, 'feel': 348, 'medium': 298}","{'dark': 632, 'brown': 514, 'pours': 274}","Trois Pistoles","{'fruit': 678, 'dark': 639, 'sweet': 410}","{'dark': 374, 'fruit': 371, 'sweet': 337}"
857,"{'feel': 39, 'smooth': 33, 'carbonation': 32}","{'black': 33, 'dark': 32, 'brown': 24}","Grande Cuvée Porter Baltique","{'chocolate': 71, 'dark': 59, 'nose': 44}","{'chocolate': 46, 'dark': 38, 'malt': 29}"
858,"{'carbonation': 13, 'medium': 10, 'great': 9}","{'golden': 6, 'amber': 6, 'white': 6}","Sartori Harvest IPA","{'hop': 16, 'pine': 15, 'citrus': 14}","{'hop': 11, 'sweet': 7, 'pine': 6}"
859,"{'coffee': 468, 'feel': 335, 'smooth': 305}","{'black': 470, 'dark': 269, 'brown': 256}","Péché Mortel","{'coffee': 1713, 'chocolate': 748, 'roasted': 593}","{'coffee': 1153, 'chocolate': 453, 'dark': 321}"
860,"{'sour': 9, 'one': 5, 'finish': 4}","{'hazy': 4, 'good': 4, 'pale': 3}",Nectarous,"{'peach': 10, 'sour': 10, 'fruit': 9}","{'sour': 9, 'fruit': 5, 'peach': 5}"
861,"{'carbonation': 636, 'feel': 536, 'medium': 396}","{'golden': 682, 'white': 535, 'hazy': 462}","La Fin Du Monde","{'yeast': 669, 'nose': 591, 'sweet': 478}","{'sweet': 448, 'alcohol': 353, 'like': 330}"
862,"{'coffee': 27, 'feel': 24, 'smooth': 23}","{'black': 24, 'dark': 18, 'pours': 15}","Péché Mortel - Bourbon","{'coffee': 79, 'bourbon': 63, 'nose': 45}","{'bourbon': 42, 'coffee': 41, 'chocolate': 27}"
863,"{'coffee': 5, 'chocolate': 5, 'medium': 3}","{'dark': 4, 'brown': 2, 'creama': 2}",Stout,"{'coffee': 7, 'malt': 7, 'chocolate': 6}","{'chocolate': 3, 'dark': 3, 'porter': 2}"
864,"{'brown': 7, 'light': 5, 'carbonation': 5}","{'brown': 3, 'look': 2, 'like': 2}","Mornington Peninsula Brown Ale","{'brown': 8, 'chocolate': 5, 'sugar': 5}","{'dark': 7, 'brown': 6, 'roasted': 5}"
865,"{'bit': 6, 'medium': 4, 'pilsner': 4}","{'bit': 3, 'interesting': 1, 'pils': 1}","Murray's Pilsner","{'nose': 8, 'citrus': 7, 'hop': 6}","{'light': 3, 'well': 3, 'slight': 3}"
866,"{'good': 7, 'smooth': 6, 'carbonation': 6}","{'copper': 3, 'look': 3, 'carbonation': 3}","Hargreaves Hill Pale","{'hop': 8, 'nose': 7, 'malt': 5}","{'hop': 5, 'smooth': 4, 'bitter': 4}"
867,"{'bitterness': 3, 'moderate': 2, 'green': 1}","{'golden': 2, 'look': 1, 'pretty': 1}","Murray's Big Wednesday Pale Ale","{'nose': 7, 'hop': 5, 'character': 4}","{'hop': 2, 'bit': 1, 'simple': 1}"
868,"{'medium': 6, 'hop': 5, 'carbonation': 4}","{'good': 3, 'ipa': 3, 'amber': 2}","Mornington Peninsula IPA","{'hop': 7, 'citrus': 7, 'caramel': 6}","{'peach': 4, 'malt': 3, 'ipa': 3}"
869,"{'carbonation': 10, 'smooth': 7, 'medium': 6}","{'black': 4, 'look': 4, 'brown': 3}","Temptress Chocolate Porter","{'chocolate': 27, 'nose': 8, 'cocoa': 8}","{'chocolate': 16, 'coffee': 10, 'vanilla': 7}"
870,"{'body': 4, 'le': 4, 'full': 3}","{'email': 3, 'poured': 2, 'copper': 2}","Murray's Spartacus","{'hop': 6, 'apricot': 4, 'le': 3}","{'hop': 5, 'caramel': 5, 'malt': 3}"
871,"{'medium': 7, 'carbonation': 4, 'feel': 3}","{'pours': 2, 'look': 2, 'hazy': 1}","Mad Abbot Tripel","{'yeast': 5, 'fruit': 4, 'sweet': 3}","{'flavour': 3, 'aroma': 2, 'bitter': 2}"
872,"{'carbonation': 7, 'nice': 5, 'medium': 4}","{'black': 2, 'look': 2, 'like': 2}","Nail Stout","{'roasted': 7, 'chocolate': 6, 'nice': 6}","{'nice': 6, 'coffee': 5, 'dark': 5}"
873,"{'medium': 3, 'bodied': 3, 'leaf': 3}","{'thank': 1, 'mrkennedy': 1, 'trade': 1}","Murray's Angry Man","{'sweet': 6, 'hop': 5, 'floral': 3}","{'character': 5, 'dark': 4, 'hop': 4}"
874,"{'carbonation': 12, 'medium': 11, 'good': 8}","{'deep': 4, 'copper': 4, 'pours': 3}","Alpha Pale Ale","{'hop': 23, 'citrus': 12, 'malt': 10}","{'hop': 17, 'malt': 10, 'bitter': 8}"
875,"{'medium': 6, 'bodied': 5, 'carbonation': 5}","{'good': 2, 'amber': 2, 'nice': 2}","Mountain Goat Fancy Pants Amber Ale","{'hop': 13, 'nose': 8, 'malt': 7}","{'hop': 5, 'orange': 4, 'like': 4}"
876,"{'feel': 5, 'full': 5, 'heavy': 3}","{'brown': 3, 'dark': 2, 'thin': 2}","Red Duck Golden Dragon","{'toffee': 6, 'sweet': 4, 'hop': 4}","{'toffee': 4, 'malt': 3, 'malty': 3}"
877,"{'light': 5, 'carbonation': 4, 'soft': 3}","{'straw': 3, 'white': 3, 'saison': 3}","Chevalier Saison","{'nose': 8, 'yeast': 7, 'spicy': 5}","{'sour': 4, 'yeast': 3, 'tasting': 3}"
878,"{'carbonation': 8, 'hop': 8, 'nice': 7}","{'lacing': 2, 'cloudy': 2, 'dark': 2}","Galaxy Single Hop IPA","{'hop': 12, 'passionfruit': 8, 'citrus': 5}","{'hop': 9, 'one': 5, 'galaxy': 4}"
879,"{'lot': 3, 'banana': 3, 'carbonation': 3}","{'look': 4, 'hazy': 3, 'lot': 2}","Red Hill Weizenbock","{'banana': 10, 'nose': 7, 'alcohol': 4}","{'sweet': 5, 'banana': 3, 'good': 3}"
880,"{'feel': 5, 'carbonation': 4, 'medium': 3}","{'look': 8, 'pours': 3, 'cloudy': 3}","Skunkworks Double IPA (Cognac Barrel Aged)","{'cognac': 5, 'nose': 5, 'pine': 4}","{'hop': 6, 'bitterness': 3, 'palate': 2}"
881,"{'nice': 6, 'medium': 4, 'carbonation': 4}","{'nice': 9, 'look': 4, 'good': 4}",ESB,"{'hop': 12, 'nose': 7, 'malt': 6}","{'caramel': 5, 'malt': 5, 'one': 4}"
882,"{'carbonation': 11, 'heavy': 9, 'feel': 7}","{'dark': 5, 'deep': 4, 'amber': 4}","Grand Ridge Moonshine","{'fruit': 15, 'dark': 11, 'caramel': 10}","{'dark': 7, 'chocolate': 6, 'fruit': 6}"
883,"{'big': 4, 'nose': 4, 'little': 3}","{'golden': 2, 'look': 2, 'pours': 1}","Mornington Peninsula Pale","{'fruit': 8, 'nose': 8, 'tropical': 6}","{'malt': 4, 'citrus': 3, 'overall': 3}"
884,"{'feel': 5, 'carbonation': 5, 'hop': 4}","{'finish': 2, 'hazy': 2, 'poured': 2}","Harvest Pale Ale","{'hop': 9, 'nose': 7, 'fresh': 5}","{'hop': 4, 'light': 3, 'lemon': 3}"
885,"{'medium': 3, 'bodied': 3, 'nice': 3}","{'email': 3, 'super': 2, 'ml': 1}","Red Hill Bohemian Pilsner","{'floral': 7, 'hop': 7, 'spicy': 5}","{'hop': 6, 'floral': 4, 'nice': 3}"
886,"{'taste': 3, 'light': 3, 'feel': 3}","{'look': 3, 'cloudy': 2, 'amber': 2}","Seventy Seven IPA","{'citrus': 4, 'nose': 4, 'peach': 3}","{'medium': 2, 'light': 2, 'carbonation': 2}"
887,"{'carbonation': 8, 'dark': 8, 'nice': 7}","{'black': 5, 'brown': 4, 'dark': 4}","Red Hill Imperial Stout","{'coffee': 11, 'chocolate': 10, 'dark': 10}","{'coffee': 8, 'chocolate': 6, 'dark': 5}"
888,"{'smooth': 3, 'carbonation': 3, 'bit': 2}","{'really': 2, 'good': 2, 'reddish': 1}","Holgate Nut Brown Ale","{'nutty': 4, 'macadamia': 4, 'caramel': 3}","{'nut': 5, 'macadamia': 4, 'finish': 3}"
889,"{'hop': 6, 'medium': 5, 'piney': 5}","{'black': 2, 'look': 2, 'poured': 1}","Murray's Shawn's Fault","{'hop': 14, 'chocolate': 6, 'nose': 6}","{'hop': 8, 'chocolate': 5, 'piney': 5}"
890,"{'light': 6, 'carbonation': 6, 'bodied': 4}","{'dark': 2, 'like': 2, 'medium': 2}","Growler American Brown Ale","{'chocolate': 6, 'dark': 5, 'nose': 5}","{'brown': 6, 'dark': 5, 'sugar': 4}"
891,"{'hop': 3, 'feel': 3, 'light': 3}","{'good': 1, 'find': 1, 'tap': 1}","Murray's Punk Monk","{'little': 4, 'nose': 4, 'spicy': 4}","{'quite': 1, 'hoppy': 1, 'little': 1}"
892,"{'well': 10, 'hop': 9, 'carbonation': 7}","{'carbonation': 8, 'hop': 6, 'sweet': 5}","Murray's Icon 2IPA","{'hop': 25, 'carbonation': 8, 'sweet': 8}","{'hop': 9, 'malt': 6, 'bitterness': 4}"
893,"{'medium': 8, 'carbonation': 7, 'full': 5}","{'dark': 6, 'brown': 3, 'fruit': 3}","Murray's Heart Of Darkness","{'chocolate': 8, 'belgian': 6, 'dark': 5}","{'chocolate': 6, 'yeast': 5, 'dark': 4}"
894,"{'medium': 6, 'rye': 5, 'malt': 5}","{'copper': 3, 'look': 3, 'poured': 3}","Mountain Goat Rye IPA","{'hop': 8, 'rye': 7, 'spicy': 5}","{'rye': 7, 'hop': 6, 'malt': 5}"
895,"{'hop': 4, 'carbonation': 3, 'grapefruit': 3}","{'brewing': 2, 'top': 2, 'brown': 2}","Forty Four American Amber","{'hop': 5, 'malt': 4, 'nose': 4}","{'solid': 2, 'similar': 1, 'plenty': 1}"
896,"{'carbonation': 10, 'light': 8, 'feel': 6}","{'amber': 6, 'golden': 5, 'colour': 4}","Murray's Punch & Judy","{'hop': 10, 'malt': 9, 'nose': 7}","{'malt': 9, 'nice': 7, 'flavour': 6}"
897,"{'medium': 2, 'hop': 2, 'sweet': 2}","{'poured': 2, 'light': 2, 'ml': 1}","Red Hill Hop Harvest Ale","{'hop': 7, 'nose': 4, 'well': 4}","{'balanced': 2, 'rockmelon': 1, 'crossed': 1}"
898,"{'feel': 5, 'medium': 4, 'bodied': 3}","{'pours': 3, 'amber': 3, 'clear': 3}","Road Trip","{'pine': 8, 'hop': 7, 'nose': 4}","{'pine': 4, 'hop': 3, 'finish': 3}"
899,"{'carbonation': 8, 'medium': 7, 'hop': 7}","{'copper': 5, 'good': 4, 'hazy': 4}","Jamieson Beast IPA","{'hop': 14, 'malt': 13, 'citrus': 8}","{'malt': 11, 'hop': 10, 'caramel': 9}"
900,"{'carbonation': 5, 'medium': 4, 'body': 3}","{'black': 6, 'email': 3, 'nice': 2}","Kooinda Black IPA - Full Nelson","{'hop': 6, 'nose': 6, 'malt': 4}","{'malt': 5, 'hop': 5, 'coffee': 4}"
901,"{'good': 5, 'alcohol': 4, 'coffee': 4}","{'great': 2, 'decent': 2, 'retention': 2}","Murray's Best Extra Porter","{'chocolate': 11, 'dark': 8, 'coffee': 8}","{'chocolate': 7, 'like': 4, 'dark': 4}"
